17.33489,105.82945,3/29/1966,1000 LB General Purpose Bomb - High Drag,Unknown/Unidentified,Unobserved,Total Bombs = 2
17.35156,105.64615,3/31/1966,1000 LB General Purpose Bomb - High Drag,Motor Vehicle,Destroyed,Total Bombs = 9
17.40156,105.72946,5/1/1966,1000 LB GPB M-65 A-1,Road,Cratered,Total Bombs = 579
17.41822,105.71281,5/1/1966,1000 LB GPB M-65 A-1,Bridge,Cratered,Total Bombs = 398
17.40156,105.92944,5/1/1966,1000 LB GPB M-65 A-1,Road,Cratered,Total Bombs = 4
17.40156,105.72946,5/1/1966,1000 LB GPB M-65 A-1,Area/Depot,Unobserved,Total Bombs = 581
17.58487,105.49616,5/3/1966,1000 LB General Purpose Bomb - High Drag,Road,Cut,Total Bombs = 182
17.15157,105.59616,5/3/1966,1000 LB General Purpose Bomb - High Drag,Road,Cut,Total Bombs = 48
17.20158,106.14609,5/5/1966,1000 LB General Purpose Bomb - High Drag,Troops,Cratered,Total Bombs = 934
17.2849,105.8128,5/5/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Unobserved,Total Bombs = 6
17.08492,105.96278,5/12/1966,1000 LB General Purpose Bomb - High Drag,Motor Vehicle,Unobserved,Total Bombs = 49
17.20158,106.14609,5/22/1966,1000 LB General Purpose Bomb - High Drag,Road,Cut,Total Bombs = 961
17.23491,106.14609,5/22/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Unobserved,Total Bombs = 364
17.06826,105.94611,5/23/1966,1000 LB General Purpose Bomb - High Drag,Troops,Unobserved,Total Bombs = 215
17.31823,105.72947,6/5/1966,1000 LB General Purpose Bomb - High Drag,Road,Heavy/MOD,Total Bombs = 108
17.53487,105.31285,6/10/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Heavy/MOD,Total Bombs = 50
17.06826,105.96278,6/12/1966,1000 LB General Purpose Bomb - High Drag,Bridge,Heavy/MOD,Total Bombs = 233
17.50154,105.41284,6/15/1966,1000 LB General Purpose Bomb - High Drag,Troops,Unobserved,Total Bombs = 81
17.05159,105.96278,6/16/1966,1000 LB General Purpose Bomb - High Drag,Fox Holes,Unobserved,Total Bombs = 947
17.13491,106.0461,6/16/1966,1000 LB General Purpose Bomb - High Drag,Troops,Unobserved,Total Bombs = 269
17.23491,106.14609,6/18/1966,1000 LB General Purpose Bomb - High Drag,Motor Vehicle,Unobserved,Total Bombs = 357
17.20158,106.07943,6/19/1966,1000 LB General Purpose Bomb - High Drag,Road,Cratered,Total Bombs = 4400
17.53487,105.74613,6/23/1966,1000 LB General Purpose Bomb - High Drag,Road,Cratered,Total Bombs = 102
17.46822,105.69614,7/4/1966,1000 LB General Purpose Bomb - High Drag,Road,Cut,Total Bombs = 110
17.21825,106.12942,7/7/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 81
17.21825,106.12942,7/10/1966,1000 LB General Purpose Bomb - High Drag,Road,No Damage,Total Bombs = 113
17.21825,106.12942,7/11/1966,1000 LB General Purpose Bomb - High Drag,Road,No Damage,Total Bombs = 114
17.21825,106.12942,7/11/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 115
17.21825,106.12942,7/11/1966,1000 LB General Purpose Bomb - High Drag,Road,No Damage,Total Bombs = 83
17.23491,106.29607,7/11/1966,1000 LB General Purpose Bomb - High Drag,Road,No Damage,Total Bombs = 2
17.31823,105.64615,7/12/1966,1000 LB General Purpose Bomb - High Drag,Troops,Unobserved,Total Bombs = 26
17.31823,105.64615,7/12/1966,1000 LB General Purpose Bomb - High Drag,Troops,Unobserved,Total Bombs = 28
17.21825,106.12942,7/13/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 116
17.21825,106.12942,7/13/1966,1000 LB General Purpose Bomb - High Drag,Road,Cratered,Total Bombs = 117
17.0516,106.34607,7/14/1966,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 4
17.21825,106.12942,7/14/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 85
17.55154,105.7128,7/14/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,No Damage,Total Bombs = 172
17.2349,105.96278,7/15/1966,1000 LB GPB M-65 A-1,FOSD,Destroyed,Total Bombs = 1
17.21825,106.12942,7/15/1966,1000 LB General Purpose Bomb - High Drag,Road,Heavy/MOD,Total Bombs = 87
17.50155,105.7128,7/15/1966,1000 LB General Purpose Bomb - High Drag,Troops,Unobserved,Total Bombs = 5817
17.50155,105.7128,7/15/1966,1000 LB General Purpose Bomb - High Drag,Troops,Unobserved,Total Bombs = 5821
17.21825,106.12942,7/16/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 89
17.21825,106.12942,7/16/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 91
17.21825,106.12942,7/17/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 93
17.21825,106.12942,7/17/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 95
17.21825,106.12942,7/19/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 118
17.21825,106.12942,7/20/1966,1000 LB Delay GPB,Road,Unobserved,Total Bombs = 97
17.21825,106.12942,7/20/1966,1000 LB General Purpose Bomb - High Drag,Road,Heavy/MOD,Total Bombs = 99
17.20158,106.12942,7/20/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 250
17.05159,105.96278,7/23/1966,1000 LB General Purpose Bomb - High Drag,Road,Heavy/MOD,Total Bombs = 926
17.26824,106.17941,7/28/1966,1000 LB General Purpose Bomb - High Drag,Road,Cut,Total Bombs = 444
17.07242,106.34051,9/7/1966,1000 LB GPB M-65 A-1,Road,Unobserved,Total Bombs = 1
17.04631,105.96,9/7/1966,1000 LB GPB M-65 A-1,Road,Unobserved,Total Bombs = 8
17.20158,106.07943,9/17/1966,1000 LB GPB M-65 A-1,Road,Unobserved,Total Bombs = 4402
17.18491,106.16276,10/7/1966,1000 LB GPB M-65 A-1,Road,Unobserved,Total Bombs = 1256
17.20436,106.1572,10/9/1966,1000 LB GPB M-65 A-1,FOSD,Unobserved,Total Bombs = 2
17.18491,106.14609,10/15/1966,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 2406
17.20991,106.13915,10/16/1966,1000 LB General Purpose Bomb - High Drag,Road,Cratered,Total Bombs = 10
17.29324,106.29468,10/17/1966,1000 LB GPB M-65 A-1,Road,Unobserved,Total Bombs = 2
17.18547,106.14887,10/17/1966,1000 LB General Purpose Bomb - High Drag,Road,Cut,Total Bombs = 8
17.23075,106.13776,10/21/1966,1000 LB GPB M-65 A-1,Road,No Damage,Total Bombs = 1
17.04538,105.95938,10/30/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 2
17.42538,105.20809,10/30/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Unobserved,Total Bombs = 2
17.48487,105.31285,10/30/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Heavy/MOD,Total Bombs = 43
17.34647,105.71625,10/30/1966,1000 LB General Purpose Bomb - High Drag,Bridge,Cut,Total Bombs = 2
17.41821,105.1962,10/30/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Heavy/MOD,Total Bombs = 8
17.27657,105.75446,10/31/1966,1000 LB General Purpose Bomb - High Drag,Bridge,Heavy/MOD,Total Bombs = 4
17.5682,105.16287,10/31/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Unobserved,Total Bombs = 235
17.35156,105.82668,11/15/1966,1000 LB GPB M-65 A-1,Road,Cratered,Total Bombs = 2
17.51599,105.7253,11/16/1966,1000 LB GPB M-65 A-1,Road,Cratered,Total Bombs = 343
17.20436,106.09609,11/19/1966,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 38
17.61821,105.72946,11/20/1966,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 183
17.31823,105.67947,11/20/1966,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 46
17.40045,105.73474,11/22/1966,1000 LB GPB M-65 A-1,Area/Depot,Cut,Total Bombs = 102
17.2349,105.8128,11/22/1966,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 216
17.51599,105.72474,11/23/1966,1000 LB GPB M-65 A-1,Road,Cratered,Total Bombs = 14
17.22519,106.13442,11/24/1966,1000 LB GPB M-65 A-1,Road,No Damage,Total Bombs = 785
17.50155,105.82945,11/24/1966,1000 LB GPB M-65 A-1,Road,Cratered,Total Bombs = 8
17.2099,105.80446,11/25/1966,1000 LB General Purpose Bomb - High Drag,Road,Cut,Total Bombs = 19
17.58487,105.49616,11/25/1966,1000 LB General Purpose Bomb - High Drag,Area/Depot,Heavy/MOD,Total Bombs = 193
17.57654,105.51283,11/25/1966,1000 LB General Purpose Bomb - High Drag,Cave,Unobserved,Total Bombs = 6
17.23213,105.8253,11/27/1966,1000 LB General Purpose Bomb - High Drag,Road,Unobserved,Total Bombs = 44
17.43487,104.99623,12/20/1966,1000 LB General Purpose Bomb - High Drag,Bridge,Unobserved,Total Bombs = 1
17.53432,105.27841,1/15/1967,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 56
17.31795,105.59337,1/17/1967,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 162
17.31795,105.59337,1/17/1967,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 163
17.53543,105.27952,1/18/1967,1000 LB GPB M-65 A-1,Troops,Cratered,Total Bombs = 106
17.22519,106.13442,1/18/1967,1000 LB GPB M-65 A-1,Road,Unobserved,Total Bombs = 809
17.53543,105.27952,1/18/1967,1000 LB GPB M-65 A-1,Area/Depot,Unobserved,Total Bombs = 107
17.21824,105.82946,1/19/1967,1000 LB GPB M-65 A-1,Road,Light/Slight,Total Bombs = 132
17.34323,105.71281,1/20/1967,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 48
17.53543,105.27952,1/20/1967,1000 LB GPB M-65 A-1,Unknown/Unidentified,Unobserved,Total Bombs = 108
17.53432,105.27841,1/21/1967,1000 LB GPB M-65 A-1,Road,Light/Slight,Total Bombs = 57
17.22519,106.13442,1/21/1967,1000 LB GPB M-65 A-1,Motor Vehicle,Light/Slight,Total Bombs = 810
17.22519,106.13442,1/21/1967,1000 LB GPB M-65 A-1,Motor Vehicle,Light/Slight,Total Bombs = 811
17.05992,105.96833,1/22/1967,1000 LB GPB M-65 A-1,AA/AAA Site,Unobserved,Total Bombs = 1
17.22102,106.15053,1/28/1967,1000 LB GPB M-65 A-1,Road,SEC Explose,Total Bombs = 3
17.41266,105.72669,1/31/1967,1000 LB General Purpose Bomb - High Drag,Bridge,Unobserved,Total Bombs = 116
17.06409,105.98083,3/16/1967,1000 LB GPB M-65 A-1,Motor Vehicle,Heavy/MOD,Total Bombs = 6
17.30573,105.54616,3/18/1967,1000 LB GPB M-65 A-1,Troops,Unobserved,Total Bombs = 1
17.57654,105.86833,4/2/1967,1000 LB General Purpose Bomb - High Drag,Truck Park/Stop,Unobserved,Total Bombs = 6
17.321,105.68503,5/1/1967,1000 LB GPB M-65 A-1,Truck Park/Stop,SEC Explose,Total Bombs = 2
17.32378,105.68364,5/1/1967,1000 LB GPB M-65 A-1,Building,Unobserved,Total Bombs = 2
17.31878,105.56422,5/1/1967,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 2
17.57653,105.19564,5/1/1967,1000 LB GPB M-65 A-1,Motor Vehicle,SEC Explose,Total Bombs = 2
17.33434,105.66281,5/2/1967,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 2
17.26824,105.79196,5/2/1967,1000 LB GPB M-65 A-1,Motor Vehicle,Unobserved,Total Bombs = 1
17.32656,105.66003,5/2/1967,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 2
17.31823,105.57116,5/3/1967,1000 LB GPB M-65 A-1,Bridge,Unobserved,Total Bombs = 2
17.31767,105.59893,5/3/1967,1000 LB GPB M-65 A-1,Motor Vehicle,Unobserved,Total Bombs = 2
17.2599,105.7878,5/3/1967,1000 LB GPB M-65 A-1,Motor Vehicle,Cut,Total Bombs = 2
17.15157,105.59616,5/4/1967,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 58
17.16546,105.59338,5/4/1967,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 2
17.16546,105.59338,5/4/1967,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 4
17.39323,105.72946,5/4/1967,1000 LB GPB M-65 A-1,Motor Vehicle,Unobserved,Total Bombs = 75
17.32656,105.72114,5/9/1967,1000 LB General Purpose Bomb - High Drag,Bridge,Destroyed,Total Bombs = 8
17.20269,106.15303,5/30/1967,1000 LB GPB M-65 A-1,FOSD,Cut,Total Bombs = 325
17.06826,106.06277,9/3/1967,1000 LB GPB M-65 A-1,AA/AAA Site, ,Total Bombs = 12
17.16407,105.58783,2/5/1968,1000 LB General Purpose Bomb - High Drag,Area/Depot,Unobserved,Total Bombs = 1
17.18908,106.14609,2/17/1968,1000 LB GPB M-65 A-1,Area/Depot,Unobserved,Total Bombs = 5
17.21547,106.16275,7/24/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 5
17.27185,106.17858,7/24/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 2
17.20769,106.1633,7/25/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 6
17.20769,106.1633,7/25/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,Unobserved,Total Bombs = 8
17.48488,105.71281,7/26/1968,1000 LB GPB M-65 A-1,Road,Cut,Total Bombs = 1617
17.32656,105.72114,11/19/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Secondary Fire,Total Bombs = 17
17.2349,105.81835,11/19/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Secondary Fire,Total Bombs = 2
17.21685,105.82807,11/19/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Destroyed,Total Bombs = 2
17.37045,105.70864,11/19/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Secondary Fire,Total Bombs = 2
17.30156,105.72003,11/20/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Secondary Fire,Total Bombs = 2
17.321,105.53783,11/20/1968,1000 LB GPB M-65 A-1,Motor Vehicle,SEC Explose,Total Bombs = 7
17.296,105.59282,11/22/1968,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 2
17.296,105.59282,11/22/1968,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 4
17.33545,105.70725,11/24/1968,1000 LB GPB M-65 A-1,Area/Depot,ONTGT/NO BDA,Total Bombs = 2
17.33545,105.70725,11/24/1968,1000 LB GPB M-65 A-1,Area/Depot,ONTGT/NO BDA,Total Bombs = 4
17.33545,105.70725,11/24/1968,1000 LB GPB M-65 A-1,Area/Depot,SEC Explose,Total Bombs = 6
17.08908,105.91695,11/24/1968,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 2
17.36544,105.51422,11/24/1968,1000 LB GPB M-65 A-1,Antenna,Secondary Fire,Total Bombs = 2
17.33545,105.70725,11/24/1968,1000 LB GPB M-65 A-1,Area/Depot,SEC Explose,Total Bombs = 8
17.301,105.77613,11/24/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Prob Destroy,Total Bombs = 22
17.37323,105.72281,11/25/1968,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 2
17.301,105.74446,11/25/1968,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 2
17.16936,105.83696,11/26/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Cut,Total Bombs = 2
17.07187,105.95555,11/26/1968,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 5
17.371,105.70864,11/26/1968,1000 LB GPB M-65 A-1,Area/Depot,ONTGT/NO BDA,Total Bombs = 2
17.34045,105.7092,11/26/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Secondary Fire,Total Bombs = 2
17.40239,105.7578,11/26/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,SEC Explose,Total Bombs = 2
17.48766,105.69781,11/26/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,SEC Explose,Total Bombs = 2
17.48766,105.69781,11/26/1968,1000 LB GPB M-65 A-1,Area/Depot,SEC Explose,Total Bombs = 4
17.22157,105.82391,11/27/1968,1000 LB GPB M-65 A-1,AA/AAA Site,Secondary Fire,Total Bombs = 2
17.401,105.74307,11/27/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,Cut,Total Bombs = 2
17.25851,105.72947,11/28/1968,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 2
17.29989,105.74502,11/28/1968,1000 LB GPB M-65 A-1,Motor Vehicle,Secondary Fire,Total Bombs = 2
17.40573,105.74891,11/28/1968,1000 LB GPB M-65 A-1,Area/Depot,Secondary Fire,Total Bombs = 2
17.331,105.67753,11/30/1968,1000 LB GPB M-65 A-1,Truck Park/Stop,ONTGT/NO BDA,Total Bombs = 19
17.23404,106.17573,1/1/1969,1000 LB GPB M-65 A-1,Truck Park/Stop,SEC Explose,Total Bombs = 251
17.28097,106.18638,1/3/1969,1000 LB GPB M-65 A-1,Truck Park/Stop,SEC Explose,Total Bombs = 251
17.51382,105.67922,1/8/1969,1000 LB GPB M-65 A-1,Area/Depot,SEC Explose,Total Bombs = 204
17.24542,106.07798,1/10/1969,1000 LB GPB M-65 A-1,Truck Park/Stop,SEC Explose,Total Bombs = 205
17.51193,105.70276,1/12/1969,1000 LB GPB M-65 A-1,Area/Depot,SEC Explose,Total Bombs = 560
17.25692,106.12509,1/13/1969,1000 LB GPB M-65 A-1,Road,SEC Explose,Total Bombs = 380
17.23491,106.07942,1/17/1969,1000 LB General Purpose Bomb - High Drag,FOSD,ONTGT/NO BDA,Total Bombs = 174
17.62376,105.74613,2/5/1969,1000 LB GPB M-65 A-1,Area/Depot,Unobserved,Total Bombs = 1
17.40516,105.69697,2/23/1969,1000 LB Delay GPB,Area/Depot,Secondary Fire,Total Bombs = 4
17.35155,105.43228,2/23/1969,1000 LB GPB M-65 A-1,Area/Depot,Unobserved,Total Bombs = 2
17.21685,105.82919,3/2/1969,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 1
17.83484,105.04621,3/28/1969,1000 LB General Purpose Bomb - High Drag,Bridge,Secondary Fire,Total Bombs = 206
17.33073,105.7267,7/4/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site,Unobserved,Total Bombs = 1
17.20575,105.95722,8/16/1969,1000 LB GPB M-65 A-1,Motor Vehicle,ONTGT/NO BDA,Total Bombs = 2
17.18212,105.21426,8/21/1969,1000 LB GPB M-65 A-1,Truck Park/Stop,ONTGT/NO BDA,Total Bombs = 2
17.17908,106.14165,8/28/1969,1000 LB GPB M-65 A-1,Area/Depot,ONTGT/NO BDA,Total Bombs = 19
17.2038,106.14331,10/25/1969,1000 LB Delay GPB,Motor Vehicle,Heavy/MOD,Total Bombs = 1
17.2599,106.14748,11/14/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site,Secondary Fire,Total Bombs = 4
17.2599,106.14748,11/14/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site,Secondary Fire,Total Bombs = 8
17.20158,106.16276,11/15/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site, ,Total Bombs = 873
17.24324,106.0711,11/15/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site, ,Total Bombs = 28
17.24324,106.0711,11/17/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site, ,Total Bombs = 33
17.22102,106.0711,11/17/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site, ,Total Bombs = 1
17.55154,105.7128,11/19/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site,ONTGT/NO BDA,Total Bombs = 180
17.60154,105.74613,11/28/1969,1000 LB General Purpose Bomb - High Drag,AA/AAA Site,ONTGT/NO BDA,Total Bombs = 274
17.58182,105.51283,12/1/1969,1000 LB General Purpose Bomb - High Drag,Motor Vehicle,Destroyed,Total Bombs = 4
17.26839,105.80814,3/12/1970,1000 LB GPB M-65 A-1,Truck Park/Stop,SEC Explose,Total Bombs = 72
17.53487,105.29619,10/1/1965,1000 LB  Bomb MK-83,Motor Vehicle,Destroyed,Total Bombs = 12
17.50154,105.31285,10/10/1965,1000 LB  Bomb MK-83,Bridge,Cratered,Total Bombs = 38
17.55153,105.24619,10/15/1965,1000 LB  Bomb MK-83,Motor Vehicle,Unobserved,Total Bombs = 49
17.58487,105.72946,10/15/1965,1000 LB  Bomb MK-83,Road,Cratered,Total Bombs = 533
17.70153,105.74613,10/19/1965,1000 LB  Bomb MK-83,Road,Unobserved,Total Bombs = 53
17.75151,105.12953,10/22/1965,1000 LB  Bomb MK-83,Bridge,Heavy/MOD,Total Bombs = 1033
17.48487,105.51283,11/1/1965,1000 LB  Bomb MK-83,Bridge,Cratered,Total Bombs = 1
17.58487,105.47949,11/4/1965,1000 LB  Bomb MK-83,Bridge,Heavy/MOD,Total Bombs = 118
17.63487,105.82945,11/7/1965,1000 LB  Bomb MK-83,Road,Cratered,Total Bombs = 8
17.63487,105.7628,11/12/1965,1000 LB  Bomb MK-83,Road,Cratered,Total Bombs = 86
17.56821,105.7128,11/12/1965,1000 LB  Bomb MK-83,Road,Cratered,Total Bombs = 374
17.56821,105.44617,11/15/1965,1000 LB  Bomb MK-83,Bridge,Cratered,Total Bombs = 32
17.55154,105.7128,11/15/1965,1000 LB  Bomb MK-83,Bridge,Heavy/MOD,Total Bombs = 194
17.5682,105.22952,11/15/1965,1000 LB  Bomb MK-83,Road,Destroyed,Total Bombs = 113
17.58487,105.52949,11/18/1965,1000 LB  Bomb MK-83,Bridge,Cratered,Total Bombs = 106
17.56821,105.46283,11/19/1965,1000 LB  Bomb MK-83,Road,Heavy/MOD,Total Bombs = 15
17.58487,105.57948,11/19/1965,1000 LB  Bomb MK-83,Bridge,Cratered,Total Bombs = 74
17.5682,105.1462,11/21/1965,1000 LB  Bomb MK-83,Bridge,Cratered,Total Bombs = 17
17.31823,105.71281,11/24/1965,1000 LB  Bomb MK-83,Motor Vehicle,Heavy/MOD,Total Bombs = 143
17.58486,105.39617,11/24/1965,1000 LB  Bomb MK-83,Bridge,Destroyed,Total Bombs = 2
17.40156,105.72946,11/27/1965,1000 LB  Bomb MK-83,Bridge,Cratered,Total Bombs = 379
17.73485,105.1462,1/1/1966,1000 LB  Bomb MK-83,Road,Cratered,Total Bombs = 22
17.41821,105.16288,1/3/1966,1000 LB  Bomb MK-83,Area/Depot,Unobserved,Total Bombs = 3
